ISBN,CopyNumber,LibraryID,PurchaseDate,Condition,Status
9781595820938,143,2,2020-07-08 17:06:49,Poor,On Shelf
9780691102573,144,3,2001-08-02 05:50:47,Poor,On Shelf
9780060984380,145,3,2012-10-29 10:09:00,Poor,On Shelf
9780803731530,146,4,1992-10-18 12:26:39,Like New,On Shelf
9780836217698,147,3,2005-12-16 06:54:25,Fine,On Shelf
9780307350510,148,2,2018-10-29 06:12:56,Good,Checked Out
9780141439655,149,5,1999-11-22 06:38:44,Good,Processing
9780440241898,150,3,2010-10-03 05:18:09,Fair,On Shelf
9780826415745,151,4,1992-10-08 21:35:08,Poor,Checked Out
9781425462215,152,4,1998-03-02 03:59:12,Fair,Checked Out
9781595550552,153,1,2008-06-03 18:15:58,Fair,Checked Out
9780449001134,154,2,1982-10-30 02:54:37,Like New,On Shelf
9783442353927,155,4,1983-05-17 04:24:20,Fair,On Shelf
9780750012638,156,3,2003-10-05 20:38:55,Poor,Processing
9780300084290,157,4,1995-02-03 07:57:54,Fair,On Shelf
9781579652524,158,1,1986-07-25 14:04:12,Good,On Shelf
9780631186274,159,2,2001-07-15 07:18:52,Poor,On Shelf
9780446677387,160,4,1986-02-26 01:40:38,Fine,Checked Out
9780330312561,161,3,1993-12-17 22:14:24,Good,On Shelf
9780140444308,162,3,2008-12-01 05:14:40,Good,Checked Out
9780451208705,163,3,1996-12-25 16:03:41,Good,On Shelf
9780345428837,164,1,1982-12-29 17:02:33,Good,On Shelf
9780897330596,165,4,1994-06-30 00:34:02,Good,On Shelf
9780395511688,166,5,2012-09-05 17:45:52,Fine,Checked Out
9780821760536,167,4,2008-08-10 10:39:39,Poor,Checked Out
9781591162025,168,3,2019-08-29 06:59:34,Poor,Processing
9781595140609,169,5,1988-07-07 06:03:44,Like New,On Shelf
9780804717113,170,2,1989-05-16 04:13:04,Like New,On Shelf
9780618582150,171,1,1983-08-29 16:46:34,Fair,On Shelf
9780843121100,172,3,2004-01-31 18:53:13,Good,On Shelf
9780060572150,173,5,1984-01-10 20:15:51,Fine,Processing
9780394708522,174,1,2011-12-21 06:49:04,Like New,Checked Out
9780312935757,175,3,1997-06-08 14:50:58,Fine,On Shelf
9780439650373,176,3,1992-05-21 18:07:30,Fine,On Shelf
9781580082686,177,1,1988-05-15 21:51:30,Like New,On Shelf
9781559636629,178,1,2019-08-19 23:38:56,Fine,On Shelf
9780671046170,179,3,1983-03-29 00:05:49,Fine,On Shelf
9780140140828,180,3,2001-11-08 07:52:49,Fine,On Shelf
9780307337931,181,1,2011-12-10 13:15:09,Fine,On Shelf
9780142003442,182,5,1990-10-29 23:24:56,Poor,On Shelf
9781401202453,183,2,1982-10-29 15:47:35,Good,Checked Out
9781401204259,184,2,1983-08-10 15:30:08,Like New,Checked Out
9780141805610,185,1,1998-10-03 13:38:19,Good,On Shelf
9780553576061,186,3,1992-02-03 01:22:09,Poor,On Shelf
9781568363561,187,4,2015-07-16 12:28:29,Good,Checked Out
9780786940752,188,4,1984-04-23 08:17:43,Fine,On Shelf
9781421510675,189,1,2004-12-25 19:32:13,Good,On Shelf
9780425199381,190,4,2010-09-28 02:20:18,Poor,On Holds Shelf
9781591168041,191,5,1997-05-22 01:34:51,Poor,Checked Out
9780812555240,192,2,2006-11-17 22:20:53,Fine,On Shelf
9780345452511,193,4,2004-12-23 10:00:18,Fair,On Shelf
9780761143697,194,5,2011-10-04 12:06:27,Poor,On Shelf
9780761143697,195,2,2000-04-15 20:00:21,Like New,Checked Out
9780441014897,196,2,1994-12-05 09:09:58,Fair,Checked Out
9780674215184,197,2,2010-10-06 00:59:19,Good,On Shelf
9780671793562,198,3,1988-06-30 00:45:09,Like New,On Shelf
9780375704024,199,1,1981-03-16 18:47:59,Poor,Checked Out
9781593081775,200,2,2006-01-27 20:55:40,Like New,On Shelf
9780520251090,201,2,1998-01-19 17:34:26,Poor,On Shelf
9780747571773,202,4,1981-02-22 01:16:09,Fine,On Shelf
9780064435185,203,1,1984-11-20 05:11:27,Poor,On Holds Shelf
9780821775899,204,4,1989-01-13 16:23:37,Like New,On Shelf
9781403969736,205,5,1981-02-09 16:45:06,Good,On Shelf
9780449200681,206,1,1995-04-27 19:59:20,Fine,On Shelf
9781421506555,207,2,1987-11-18 12:34:53,Fair,On Shelf
9781416509370,208,3,1995-08-12 03:02:21,Fair,Checked Out
9788408045755,209,5,1995-11-27 23:23:42,Good,On Shelf
9781416543008,210,2,1984-11-27 01:50:51,Poor,On Shelf
9780823410781,211,2,2005-12-31 10:57:39,Poor,Processing
9780671417017,212,2,2000-08-12 09:09:16,Like New,Checked Out
9780192831873,213,3,2020-02-11 10:00:15,Good,On Shelf
9780385733878,214,1,1980-07-18 20:40:51,Poor,Checked Out
9780812975291,215,4,2019-01-04 03:40:07,Like New,Checked Out
9780553580488,216,4,1982-06-08 15:59:33,Poor,On Shelf
9780671015206,217,1,1989-02-03 00:27:47,Fine,On Shelf
9780060786502,218,3,2000-02-29 19:16:04,Good,On Holds Shelf
9780553243567,219,1,1988-03-12 21:13:54,Like New,On Shelf
9781593083236,220,4,2014-09-18 21:13:21,Like New,Processing
9780345461360,221,2,2006-07-20 08:45:01,Like New,Checked Out
9780505523242,222,4,2020-03-15 11:31:02,Fair,Checked Out
9780060175641,223,1,2008-01-23 15:56:33,Good,On Shelf
9780452275720,224,2,1999-04-01 23:11:03,Like New,Checked Out
9780312890186,225,2,2012-09-03 07:04:13,Like New,Checked Out
9780141439617,226,3,2018-06-22 19:27:50,Fair,On Shelf
9780198140719,227,4,2011-08-25 07:44:29,Good,On Shelf
9780486442136,228,1,1986-12-20 10:26:35,Good,On Shelf
9780553212419,229,3,1989-05-06 11:06:59,Poor,On Shelf
9781568813073,230,3,1981-08-21 22:44:13,Poor,On Shelf
9780345302359,231,5,2002-01-31 23:34:40,Fair,Checked Out
9781594865671,232,3,1996-12-19 13:36:38,Poor,On Shelf
9780262540377,233,5,2013-09-25 13:02:23,Good,On Shelf
9780446358583,234,4,2005-04-12 14:14:18,Good,On Shelf
9780375760600,235,1,2003-04-26 11:57:18,Fine,Checked Out
9781569246665,236,5,2003-02-18 20:58:38,Fine,On Shelf
9780670037865,237,3,2016-04-14 18:23:29,Poor,On Shelf
9780345479174,238,3,2015-02-08 18:33:24,Like New,On Shelf
9780822004158,239,1,1987-04-01 09:04:36,Poor,On Shelf
9780861714971,240,1,2000-06-09 08:04:28,Like New,Checked Out
9780060987329,241,5,2012-09-11 22:34:21,Fair,Checked Out
9781587671562,242,4,2006-03-27 15:09:06,Good,Checked Out
9780393311334,243,5,2009-03-09 14:09:58,Good,On Shelf
9780375756788,244,2,2014-10-25 20:59:08,Fine,On Shelf
9780571219766,245,1,2008-02-03 09:17:17,Fair,Checked Out
9781857988369,246,4,2016-05-19 00:03:20,Like New,On Shelf
9780743487559,247,5,2004-02-15 05:28:48,Like New,Checked Out
9780061020667,248,1,2013-04-29 19:07:29,Good,On Shelf
9780285647879,249,2,1999-11-30 00:59:50,Fair,Checked Out
9780747267447,250,5,2006-10-02 22:25:13,Good,Checked Out
9780062516374,251,3,2008-03-10 19:58:21,Poor,Checked Out
9781416531043,252,4,2001-08-31 18:37:06,Good,On Shelf
9780684174693,253,3,2014-02-14 04:32:23,Like New,On Shelf
9780385264761,254,3,2010-09-10 07:03:36,Poor,Checked Out
9780060085490,255,3,1997-09-01 15:43:10,Fine,On Shelf
9789706519245,256,3,2005-04-29 08:10:15,Good,Checked Out
9780886777128,257,5,2019-09-27 11:04:47,Fair,Processing
9780812531145,258,4,2019-05-20 17:31:31,Fine,On Shelf
9780375726521,259,3,1995-03-01 23:45:10,Like New,On Shelf
9781580051880,260,5,1982-07-11 20:38:28,Good,Checked Out
9780758207302,261,3,2014-06-22 07:27:20,Fair,Checked Out
9780679745136,262,3,1987-03-28 13:26:57,Fair,Checked Out
9780140449297,263,2,2019-04-28 01:09:02,Fine,Processing
9780375824043,264,1,1989-01-27 01:22:55,Poor,On Shelf
9781596321281,265,2,2011-05-02 16:37:13,Like New,On Shelf
9780521535144,266,4,1998-10-19 18:33:57,Like New,On Shelf
9783895086908,267,3,1998-05-12 20:53:36,Poor,On Shelf
9781932416596,268,2,2018-08-08 12:32:49,Fine,On Shelf
9781400076505,269,1,2002-07-22 09:52:25,Like New,On Shelf
9780521009379,270,4,2015-12-15 15:13:05,Good,On Shelf
9780553560688,271,2,1987-05-24 08:10:43,Fair,On Shelf
9781740592055,272,5,1987-11-02 05:04:19,Fine,On Shelf
9780971702127,273,4,2007-10-31 11:51:02,Good,On Shelf
9780330442558,274,4,1985-11-26 22:33:36,Fine,On Shelf
9781573227162,275,1,2007-06-20 09:02:40,Fair,Processing
9780345443007,276,4,1989-06-17 15:28:48,Fine,On Shelf
9780140189308,277,4,1985-08-01 22:32:58,Good,On Shelf
9780330371858,278,5,2000-11-06 04:08:37,Fair,On Shelf
9780140449778,279,1,1988-11-13 18:32:15,Poor,On Shelf
9780751536829,280,3,2017-05-04 15:58:43,Fair,On Shelf
9780413772787,281,3,2005-03-09 00:03:40,Like New,Checked Out
9780099578512,282,1,2010-06-06 18:57:56,Fair,Checked Out
9780689848827,283,2,2005-12-20 09:07:22,Good,Checked Out
9780486435503,284,1,1993-03-02 17:51:50,Poor,On Shelf
9780312936600,285,2,1982-02-02 09:04:23,Fine,On Shelf
9780380796984,286,2,2007-09-23 06:22:36,Poor,On Shelf
9780307346605,287,1,2018-06-18 06:57:43,Poor,On Shelf
9783596153039,288,2,2002-06-06 16:26:12,Good,On Shelf
9780393924282,289,4,2009-10-07 17:33:30,Fair,On Shelf
9781591163527,290,5,2001-11-02 10:21:15,Fair,On Shelf
9780394707761,291,4,2015-12-19 14:42:42,Good,Checked Out
9780553381009,292,3,1999-01-11 12:35:05,Fine,On Shelf
9780679783190,293,5,1996-09-08 10:59:30,Fine,On Shelf
9780723258735,294,2,2014-01-19 02:00:18,Like New,On Shelf
9780312049997,295,4,1988-09-24 21:34:36,Fair,On Shelf
9781579510022,296,2,2009-12-26 07:40:19,Good,Checked Out
9780767900959,297,3,1981-01-13 06:01:27,Poor,On Shelf
9780316117364,298,2,2014-05-28 06:55:19,Fair,On Shelf
9780727862983,299,1,1995-02-05 19:30:08,Poor,Checked Out
9781417911837,300,4,2016-08-09 01:44:37,Good,Processing
9780140714555,301,3,2007-01-31 09:10:30,Good,On Shelf
9780061284380,302,3,1980-12-24 21:00:08,Fair,Checked Out
9780439629393,303,2,1987-02-18 06:45:43,Good,Checked Out
9780756401818,304,3,1987-10-19 02:08:27,Like New,Checked Out
9780553503708,305,3,1997-02-02 01:54:16,Poor,On Shelf
9780399226908,306,5,2011-08-28 21:09:06,Poor,Checked Out
9780312349295,307,2,2020-01-07 13:49:01,Poor,Checked Out
9780674891999,308,5,1998-02-10 07:16:26,Like New,On Shelf
9780743437813,309,2,1993-03-04 15:23:47,Fine,On Shelf
9780517581001,310,4,2019-06-07 00:35:08,Good,On Shelf
9780874850918,311,3,1987-06-09 19:03:30,Poor,Checked Out
9780679433132,312,4,2012-08-20 10:24:23,Fine,On Shelf
9780849918728,313,2,2016-03-11 17:02:54,Good,On Shelf
9780671032647,314,3,1991-03-07 05:43:33,Fine,On Shelf
9780385264730,315,2,2019-10-18 06:12:05,Like New,Checked Out
9780940450431,316,3,2007-11-05 18:13:00,Like New,Checked Out
9788401474729,317,4,2014-02-17 13:41:04,Like New,On Shelf
9780763632069,318,4,2011-03-27 20:24:52,Fine,Checked Out
9780743412629,319,1,1993-03-20 15:03:55,Poor,Checked Out
9780142402245,320,5,2020-06-08 14:44:10,Like New,Checked Out
9780198245971,321,1,1992-07-13 15:14:41,Poor,Checked Out
9780099410386,322,1,2013-06-29 00:17:24,Like New,Checked Out
9780345355249,323,5,2016-06-07 17:47:46,Fine,Checked Out
9780671708269,324,5,2018-01-27 02:51:21,Poor,Checked Out
9780872205420,325,1,2011-01-08 03:41:00,Poor,Checked Out
9780142403884,326,2,2012-01-06 15:07:58,Good,Checked Out
9782070715237,327,3,1981-07-29 15:21:20,Like New,On Shelf
9780745628479,328,4,2019-03-11 17:25:39,Fair,On Shelf
9780706425611,329,2,2011-07-30 15:38:43,Poor,On Shelf
9780886776619,330,3,2011-02-19 21:22:57,Fair,On Shelf
9780312867577,331,1,2016-12-05 13:29:37,Poor,Checked Out
9780141311296,332,4,2019-05-17 09:22:58,Fine,On Shelf
9781556434303,333,3,2006-08-05 06:34:35,Fair,On Holds Shelf
9780872204621,334,3,2013-09-18 23:36:35,Fair,Checked Out
9780060575816,335,1,2010-02-16 17:53:04,Fair,Checked Out
9781414307640,336,2,2014-11-04 16:20:50,Fair,Checked Out
9780300116182,337,4,1982-11-10 20:06:10,Fine,Checked Out
9780743231510,338,4,1991-04-29 21:51:50,Like New,Checked Out
9780679801252,339,5,2002-11-11 13:25:14,Good,On Shelf
9780465039135,340,5,2003-10-11 04:52:32,Good,Checked Out
9781559278225,341,1,2001-09-01 03:39:00,Fine,On Shelf
9780452284166,342,1,2004-11-23 14:20:02,Good,Processing
9780872206786,343,2,1993-09-04 10:02:55,Fair,On Shelf
9781886350854,344,2,1995-12-27 22:50:23,Fair,On Shelf
9780345477934,345,3,1992-12-28 04:08:39,Poor,On Shelf
9780756400439,346,3,1994-10-23 02:15:59,Fair,Checked Out
9781558749603,347,3,2017-07-22 10:25:42,Like New,Checked Out
9780451098276,348,5,2006-01-16 14:40:30,Fine,On Shelf
9788433920447,349,2,1981-03-23 07:13:11,Fine,On Shelf
9780762104208,350,4,2012-02-29 03:22:20,Fair,Checked Out
9780812590562,351,5,1992-01-18 20:23:10,Like New,On Shelf
9780553267600,352,5,1990-03-31 12:09:34,Like New,On Holds Shelf
9780735617223,353,2,1995-09-04 10:22:39,Good,On Shelf
9780743260220,354,3,2005-09-30 05:48:59,Good,Processing
9780897330596,355,3,1980-04-02 05:01:23,Like New,Checked Out
9780394746234,356,4,1981-12-31 21:52:09,Like New,On Shelf
9781931082891,357,3,1994-11-19 13:23:10,Good,On Shelf
9780374520656,358,2,1980-03-19 19:26:48,Fine,On Shelf
9780060875077,359,2,1994-07-11 17:01:43,Poor,Checked Out
9780753821862,360,5,1986-10-18 11:16:11,Fine,On Shelf
9781402516276,361,4,1984-11-20 10:13:40,Poor,On Shelf
9780441014453,362,3,2006-01-10 16:10:50,Poor,On Shelf
9780552133258,363,4,1996-02-19 18:56:06,Good,Checked Out
9780440419464,364,5,1992-05-09 18:09:26,Fine,Checked Out
9780553382044,365,5,2011-10-03 03:30:08,Fair,On Shelf
9780765315083,366,3,2007-09-06 14:55:01,Fair,On Shelf
9780156032520,367,4,2019-01-27 01:52:34,Good,Checked Out
9780140265668,368,3,1986-02-28 18:25:20,Fine,On Shelf
9780312143404,369,5,1985-09-23 23:46:51,Poor,On Shelf
9780141180410,370,5,1998-03-27 11:58:20,Fine,On Shelf
9780345442123,371,5,1985-09-06 03:31:57,Fair,On Shelf
9780425203545,372,5,2005-12-11 19:54:33,Good,On Holds Shelf
9781568821405,373,5,2007-08-03 02:50:25,Good,On Shelf
9780679753766,374,1,1980-08-31 10:51:47,Fair,On Shelf
9781588993007,375,4,2003-12-30 23:52:27,Like New,On Shelf
9780300090956,376,3,1999-03-17 05:37:45,Good,Checked Out
9780140260021,377,3,2000-01-15 10:04:33,Like New,Checked Out
9780805078916,378,1,1999-07-05 15:44:08,Fair,On Shelf
9781421510798,379,1,1983-06-23 14:15:54,Fine,Processing
9780373483372,380,1,1983-09-08 14:11:28,Fair,Checked Out
9780385339674,381,1,1985-02-27 13:21:30,Poor,On Shelf
9780590100564,382,4,1989-10-13 20:54:14,Poor,Checked Out
9780670030798,383,2,2008-03-23 10:45:19,Poor,Checked Out
9781400040667,384,2,1992-04-04 17:45:29,Good,On Shelf
9780375713934,385,1,2019-11-17 13:46:35,Poor,Checked Out
9780553561524,386,4,1996-04-12 23:43:26,Like New,On Shelf
9780060774127,387,1,2020-06-04 09:58:17,Fine,On Shelf
9780345485281,388,3,2007-06-01 23:21:29,Fine,On Shelf
9781929241637,389,5,2002-03-28 21:36:13,Fine,On Shelf
9780141439617,390,1,1982-01-13 11:48:54,Fair,Processing
9788440699473,391,5,2012-04-07 02:33:06,Fine,Checked Out
9780385311298,392,2,1986-11-04 21:37:04,Fair,Checked Out
9780810117495,393,2,1982-11-19 03:37:15,Fair,Checked Out
9780671042851,394,5,1989-06-04 20:33:31,Fine,Processing
9780061053566,395,1,2001-02-27 18:11:31,Fair,Checked Out
9780802141941,396,3,2014-04-24 14:34:26,Fine,On Shelf
9789812468208,397,1,2002-09-15 14:12:19,Good,Processing
9781401300463,398,5,2010-05-24 12:00:23,Fine,On Shelf
9780765343260,399,3,1998-08-27 12:39:00,Good,Checked Out
9780007157150,400,4,2003-12-11 16:40:56,Poor,On Shelf
9780452011878,401,3,1985-05-17 04:20:07,Poor,On Shelf
9780345397393,402,5,1992-07-31 21:47:45,Fair,Checked Out
9780374504847,403,2,1987-06-07 10:46:33,Fine,On Shelf
9780385340540,404,1,1998-06-25 06:31:48,Fair,On Shelf
9780880015080,405,5,1985-10-14 12:26:57,Fair,On Shelf
9780826407078,406,3,1987-02-18 16:00:07,Fine,Checked Out
9783861878759,407,1,2005-02-20 06:06:05,Good,On Shelf
9780679724773,408,5,2004-11-11 06:05:48,Fair,Checked Out
9780553581850,409,3,1990-06-19 16:32:06,Poor,On Shelf
9780440402916,410,5,2015-05-13 12:11:54,Fine,Checked Out
9781595820716,411,1,2012-02-15 18:33:34,Fine,On Shelf
9780295981468,412,4,2007-09-05 03:05:17,Fair,Checked Out
9780226733692,413,3,1988-05-25 19:23:52,Like New,On Shelf
9781569319628,414,5,1983-08-17 07:33:39,Good,On Shelf
9781553100669,415,1,1985-03-25 06:51:45,Good,On Shelf
9780708982280,416,1,1982-04-20 11:39:15,Fine,On Shelf
9780440613961,417,2,1985-09-03 20:39:03,Good,On Shelf
9780590920681,418,2,1986-02-14 08:59:04,Poor,On Shelf
9780380731152,419,5,1996-02-26 10:48:47,Like New,Checked Out
9780451217769,420,5,2017-01-10 14:31:07,Fine,On Shelf
9780812973013,421,2,2011-07-18 04:31:47,Like New,Checked Out
9780743422444,422,2,1982-08-28 07:10:57,Good,On Shelf
9780140447576,423,2,1984-06-28 14:19:54,Fine,On Shelf
9780375814235,424,3,2017-02-22 19:56:44,Good,Checked Out
