ISBN,CopyNumber,PatronID,CheckoutDate,DueDate,TimesRenewed,OverdueFee
9780446520591,3663,863,2018-03-24 15:14:43,2018-04-07 15:14:43,0,0
9780064440950,1995,269,2017-01-09 11:38:59,2017-01-23 11:38:59,0,0
9780312157111,3499,179,2011-03-30 21:53:28,2011-04-13 21:53:28,0,0
9789684324169,478,945,2014-06-19 15:01:09,2014-07-03 15:01:09,0,0
9781560254416,3449,381,2015-09-19 07:42:05,2015-10-03 07:42:05,0,10.0
9781858689104,4445,644,2020-11-07 08:18:31,2020-12-19 08:18:31,2,9.5
9780345418906,576,710,2020-05-27 18:09:12,2020-06-10 18:09:12,0,15.0
9781592220823,2630,279,2017-06-12 08:35:53,2017-06-26 08:35:53,0,1.0
9780393092103,2520,653,2012-04-02 08:31:38,2012-04-16 08:31:38,0,0
9780375823787,3084,269,2011-06-03 03:45:46,2011-07-01 03:45:46,1,0
9780192893222,4058,219,2020-08-14 18:28:15,2020-08-28 18:28:15,0,14.5
9781582970073,1878,655,2017-11-04 08:58:43,2017-11-18 08:58:43,0,3.5
9780971030909,2914,589,2013-07-04 17:22:03,2013-07-18 17:22:03,0,0
9780743203043,2741,351,2019-09-04 10:52:26,2019-09-18 10:52:26,0,10.5
9780375727573,1911,411,2012-02-08 23:05:44,2012-03-07 23:05:44,1,5.0
9780345475732,1848,624,2013-11-30 19:26:53,2013-12-14 19:26:53,0,6.5
9780765352392,4732,786,2011-02-24 01:51:21,2011-03-10 01:51:21,0,0
9780883448243,4280,605,2015-04-06 23:59:23,2015-04-20 23:59:23,0,0
9781569317143,447,6,2010-10-06 08:12:21,2010-10-20 08:12:21,0,0
9780425178928,1023,29,2014-06-18 09:32:05,2014-07-02 09:32:05,0,0
9780590920681,2256,484,2019-09-28 10:15:40,2019-10-12 10:15:40,0,0
9782070323289,2447,681,2014-12-05 08:13:15,2014-12-19 08:13:15,0,4.0
9780872863101,466,371,2016-02-20 10:47:58,2016-03-19 10:47:58,1,12.5
9782742741465,3843,248,2010-02-22 03:02:43,2010-03-08 03:02:43,0,0
9780609808771,1524,142,2011-05-24 02:54:44,2011-06-07 02:54:44,0,0
9780812966428,2489,444,2017-11-20 22:55:50,2017-12-18 22:55:50,1,0
9782070306022,4493,256,2020-10-24 06:44:44,2020-11-07 06:44:44,0,0
9780441581054,2891,143,2014-08-30 16:16:43,2014-09-13 16:16:43,0,0
9780761929949,1342,946,2014-09-09 19:34:23,2014-10-07 19:34:23,1,0
9780879975319,4186,405,2011-04-08 20:06:01,2011-04-22 20:06:01,0,4.5
9780679431480,4815,196,2014-11-30 05:04:55,2014-12-14 05:04:55,0,0.5
9780425205815,4636,555,2013-04-29 04:27:50,2013-05-27 04:27:50,1,0
9780425208915,4261,23,2018-11-09 03:13:22,2018-12-07 03:13:22,1,0
9780060957605,3324,247,2010-10-05 02:36:00,2010-10-19 02:36:00,0,0
9781566917667,4359,484,2014-11-13 07:09:18,2014-11-27 07:09:18,0,0
9780596006938,1498,500,2013-11-13 20:49:00,2013-11-27 20:49:00,0,12.0
9780521398336,2965,451,2010-01-07 19:44:47,2010-02-04 19:44:47,1,0
9780446580281,3630,561,2019-01-25 05:31:07,2019-03-08 05:31:07,2,0
9781565120556,4162,498,2012-10-01 23:39:32,2012-10-15 23:39:32,0,0
9781568493664,4154,354,2016-04-04 10:32:02,2016-04-18 10:32:02,0,0
9780060920647,1901,974,2015-07-11 16:51:07,2015-08-08 16:51:07,1,0
9780822011088,2976,900,2013-07-01 10:22:50,2013-07-29 10:22:50,1,0
9780394431246,2707,87,2016-03-02 22:24:05,2016-03-16 22:24:05,0,0
9780262611350,3160,781,2017-06-18 21:29:01,2017-07-16 21:29:01,1,4.0
9781892391186,4778,720,2020-11-20 08:29:39,2020-12-04 08:29:39,0,0
9780064420808,2503,99,2013-12-26 02:12:52,2014-01-09 02:12:52,0,0
9780394705125,961,687,2011-03-29 13:57:42,2011-04-12 13:57:42,0,0
9780345456328,4597,853,2020-05-04 07:31:12,2020-05-18 07:31:12,0,14.0
9780940450486,2543,336,2011-08-28 14:14:41,2011-09-11 14:14:41,0,0
9780727861153,1743,249,2015-08-17 21:08:41,2015-08-31 21:08:41,0,1.0
9780385017336,51,600,2013-03-27 23:59:23,2013-04-10 23:59:23,0,0
9781551669045,4702,726,2013-04-03 18:40:32,2013-04-17 18:40:32,0,0
9780140363333,4796,49,2012-09-06 11:01:01,2012-09-20 11:01:01,0,0
9780312868772,2348,419,2013-12-03 07:57:32,2013-12-17 07:57:32,0,0
9780224064736,2536,346,2020-01-30 05:32:58,2020-02-27 05:32:58,1,9.0
9780940450721,3562,444,2012-07-07 07:01:20,2012-07-21 07:01:20,0,15.0
9781400076956,1056,371,2017-10-09 16:37:57,2017-10-23 16:37:57,0,0
9781405153607,947,396,2013-03-04 10:18:53,2013-03-18 10:18:53,0,0
9780060854096,2786,18,2016-08-11 13:12:50,2016-09-08 13:12:50,1,0
9780618446711,3255,551,2020-11-16 12:20:59,2020-12-14 12:20:59,1,0
9781585678839,2450,202,2013-06-05 13:37:15,2013-07-03 13:37:15,1,0
9780142437766,28,89,2011-05-12 22:13:07,2011-05-26 22:13:07,0,0
9780375424434,3228,122,2011-05-16 06:06:24,2011-05-30 06:06:24,0,0
9780060593209,3543,24,2012-11-07 15:38:00,2012-11-21 15:38:00,0,0
9780425192030,1164,958,2017-01-29 21:31:44,2017-02-26 21:31:44,1,0
9780142407455,4961,312,2015-12-19 02:48:00,2016-01-02 02:48:00,0,9.5
9781550225402,2195,207,2010-09-04 17:37:57,2010-10-02 17:37:57,1,0.5
9780752851310,1491,71,2012-03-10 16:49:39,2012-04-21 16:49:39,2,0
9780061284380,4390,399,2012-12-26 12:27:40,2013-01-23 12:27:40,1,0
9780836221367,4273,77,2011-09-14 17:08:22,2011-09-28 17:08:22,0,0
9780375834967,1549,75,2011-01-14 09:24:04,2011-01-28 09:24:04,0,1.0
9781904316343,1191,963,2019-10-17 14:40:57,2019-10-31 14:40:57,0,0
9781419163869,3466,91,2013-10-25 01:01:57,2013-12-06 01:01:57,2,0
9788484504795,4657,257,2020-06-01 23:47:31,2020-06-15 23:47:31,0,0
9780140436327,2048,811,2017-11-29 07:14:24,2017-12-13 07:14:24,0,0
9780593052228,689,257,2014-08-09 15:52:37,2014-08-23 15:52:37,0,0
9780373836932,2453,37,2015-06-05 21:24:53,2015-06-19 21:24:53,0,0
9780586071397,2593,36,2013-09-20 14:54:59,2013-11-01 14:54:59,2,0
9780670037865,4555,815,2014-12-31 11:13:41,2015-01-28 11:13:41,1,0.5
9780451205148,1005,663,2015-04-14 02:37:25,2015-04-28 02:37:25,0,0
9780786851492,3751,675,2012-06-22 06:52:34,2012-07-06 06:52:34,0,10.5
9780553582918,3203,877,2014-06-23 18:12:40,2014-07-21 18:12:40,1,0
9780439933414,2641,817,2017-09-14 06:24:27,2017-09-28 06:24:27,0,0
9781570671814,992,371,2020-08-17 20:52:22,2020-08-31 20:52:22,0,0
9781585677283,2847,784,2016-09-22 20:56:51,2016-10-06 20:56:51,0,0
9780816611355,3930,174,2015-01-11 17:37:22,2015-02-08 17:37:22,1,14.5
9781933633107,2758,672,2020-05-01 22:06:11,2020-06-12 22:06:11,2,0
9780064434874,3267,769,2016-10-05 17:15:09,2016-11-16 17:15:09,2,0
9781400079094,1390,967,2013-11-25 05:31:25,2013-12-23 05:31:25,1,0
9781932857009,2898,176,2016-01-18 13:58:50,2016-02-15 13:58:50,1,0
9780743270601,1630,64,2010-05-14 23:47:28,2010-06-11 23:47:28,1,0
9780140238136,3727,290,2013-11-13 19:47:18,2013-11-27 19:47:18,0,0
9780140442724,3209,710,2011-01-14 15:10:35,2011-01-28 15:10:35,0,0
9780140153170,1348,127,2012-09-12 13:41:54,2012-10-10 13:41:54,1,0
9780674994881,4305,17,2016-11-11 03:20:19,2016-11-25 03:20:19,0,0
9781594200908,1821,64,2017-08-23 11:39:52,2017-09-06 11:39:52,0,10.0
9780156026987,2149,594,2010-01-25 21:06:42,2010-02-08 21:06:42,0,0
9780670839353,3958,267,2020-05-28 13:23:29,2020-06-11 13:23:29,0,0
9789500703208,864,96,2012-05-09 14:36:32,2012-06-20 14:36:32,2,0
9780803283855,2146,667,2013-06-14 08:54:21,2013-06-28 08:54:21,0,3.0
9780886779061,983,211,2020-08-24 22:11:54,2020-09-07 22:11:54,0,0
9780060535261,3949,683,2013-08-12 12:26:16,2013-09-09 12:26:16,1,0
9780553582956,3790,599,2013-01-18 15:39:15,2013-02-01 15:39:15,0,3.5
9780813025933,4173,523,2011-06-27 10:32:24,2011-07-11 10:32:24,0,0
9780451203267,2455,825,2010-09-25 09:59:04,2010-11-06 09:59:04,2,11.0
9780345433749,4315,345,2019-06-14 08:12:06,2019-06-28 08:12:06,0,0
9780689874093,2492,546,2012-09-03 20:15:47,2012-09-17 20:15:47,0,0
9780448437699,315,213,2016-02-20 06:45:15,2016-04-02 06:45:15,2,14.0
9783787307678,2963,847,2018-02-16 06:42:19,2018-03-02 06:42:19,0,10.5
9780142000212,1119,324,2019-11-10 21:12:42,2019-11-24 21:12:42,0,0
9780313309335,3461,406,2014-12-07 02:21:56,2015-01-04 02:21:56,1,0
9780517552940,1415,458,2013-03-21 01:04:41,2013-05-02 01:04:41,2,0
9780743470797,2221,327,2015-01-23 03:20:32,2015-02-06 03:20:32,0,0
9780064405454,3199,95,2015-02-08 19:34:16,2015-02-22 19:34:16,0,5.5
9780811856980,2574,359,2013-02-17 19:26:29,2013-03-17 19:26:29,1,0
9782864240150,1327,434,2010-10-29 03:50:31,2010-11-12 03:50:31,0,0
9780060593209,2708,777,2016-09-14 11:08:06,2016-10-26 11:08:06,2,0
9789580493518,3857,706,2012-06-26 18:28:16,2012-07-10 18:28:16,0,12.0
9780691120522,2420,586,2016-07-24 13:12:23,2016-08-07 13:12:23,0,0
9781400078776,589,863,2012-09-20 22:13:21,2012-10-04 22:13:21,0,2.5
9780618446711,1516,460,2014-02-05 14:55:56,2014-02-19 14:55:56,0,0
9780425201398,967,190,2018-12-05 02:32:42,2019-01-16 02:32:42,2,0
9781400083114,2513,255,2020-01-28 12:07:26,2020-02-11 12:07:26,0,0
9780060845247,3404,256,2011-02-15 01:05:17,2011-03-01 01:05:17,0,0
9780393960693,4704,489,2017-10-17 00:13:09,2017-10-31 00:13:09,0,0
9781589880085,4023,348,2012-10-21 02:47:27,2012-11-04 02:47:27,0,0
9780679733843,2595,527,2010-08-29 13:39:42,2010-09-26 13:39:42,1,0
9780300115864,4375,900,2019-04-15 03:22:05,2019-04-29 03:22:05,0,14.0
9780375833649,1066,708,2016-10-25 05:12:48,2016-11-22 05:12:48,1,0
9780689036910,984,44,2016-08-13 01:53:18,2016-08-27 01:53:18,0,5.0
9781905177042,3943,301,2020-11-10 01:58:53,2020-11-24 01:58:53,0,0
9781845400651,1949,569,2015-02-17 17:16:58,2015-03-17 17:16:58,1,9.5
9780415267632,986,805,2019-06-04 23:02:24,2019-06-18 23:02:24,0,0
9780520240780,2767,457,2015-08-30 04:25:10,2015-09-13 04:25:10,0,0
9780744004410,466,23,2012-04-07 20:51:49,2012-04-21 20:51:49,0,0
9780060584023,2077,444,2015-05-10 17:19:16,2015-06-07 17:19:16,1,13.0
9780881031904,718,511,2010-10-28 06:36:11,2010-11-25 06:36:11,1,0
9780141185491,1647,363,2020-11-14 19:06:23,2020-12-12 19:06:23,1,0
9780060524937,198,903,2019-03-07 13:14:30,2019-03-21 13:14:30,0,0
9780375725357,1942,240,2010-01-16 07:18:17,2010-02-13 07:18:17,1,0
9780743293037,2486,842,2019-02-26 05:18:09,2019-03-12 05:18:09,0,0
9780806114569,2694,385,2016-07-20 21:52:22,2016-08-17 21:52:22,1,0
9780843178388,1128,691,2015-01-20 06:26:52,2015-02-03 06:26:52,0,0
9780143039532,1684,611,2013-05-26 23:35:22,2013-07-07 23:35:22,2,0
9780789420343,1652,141,2017-11-25 15:51:45,2017-12-09 15:51:45,0,0
9781932429237,418,273,2010-08-16 21:50:28,2010-09-27 21:50:28,2,11.0
9780142405741,4724,595,2020-10-15 10:30:45,2020-10-29 10:30:45,0,0
9780192854520,4030,158,2016-06-23 07:46:41,2016-07-07 07:46:41,0,0
9781401209339,1783,817,2014-08-26 14:18:38,2014-09-09 14:18:38,0,3.5
9780060916466,3090,922,2015-06-09 17:16:19,2015-07-07 17:16:19,1,0
9780553483321,3964,874,2015-10-06 04:38:55,2015-10-20 04:38:55,0,1.5
9780415050791,4065,790,2010-09-30 21:53:19,2010-10-28 21:53:19,1,0
9780060933524,4625,991,2017-08-12 15:25:21,2017-08-26 15:25:21,0,0
9780472064847,1909,278,2010-06-05 14:44:25,2010-06-19 14:44:25,0,0
9780393325836,3022,496,2012-07-18 03:49:30,2012-08-01 03:49:30,0,0
9780425208465,413,761,2015-08-05 01:27:45,2015-08-19 01:27:45,0,0
9781411401044,446,998,2011-06-04 22:37:38,2011-07-02 22:37:38,1,0
9780684832401,4446,405,2010-02-13 13:32:01,2010-02-27 13:32:01,0,0
9780446615129,4315,725,2011-06-13 23:08:54,2011-07-11 23:08:54,1,10.0
9780745628479,910,872,2020-08-07 16:15:31,2020-09-18 16:15:31,2,0
9780441013302,729,2,2014-06-09 19:16:56,2014-06-23 19:16:56,0,0
9781556526008,4435,1,2013-05-25 08:19:09,2013-06-08 08:19:09,0,0
9780521558723,1381,441,2016-11-04 11:44:07,2016-11-18 11:44:07,0,0
9780060727635,4403,724,2010-09-23 23:22:35,2010-10-07 23:22:35,0,0
9780006380832,557,870,2014-01-26 23:57:12,2014-02-09 23:57:12,0,0
9781400064663,2455,534,2014-08-27 01:47:56,2014-09-10 01:47:56,0,0
9780679731184,3809,1000,2019-10-18 19:59:34,2019-11-15 19:59:34,1,6.0
9780671732509,3017,326,2010-06-04 16:24:20,2010-06-18 16:24:20,0,9.5
9780373771714,3683,90,2018-03-28 00:13:21,2018-04-11 00:13:21,0,0
9780743440172,1448,960,2018-09-07 00:20:42,2018-09-21 00:20:42,0,0
9781594030864,1187,771,2012-06-07 08:41:27,2012-07-19 08:41:27,2,0
9780451025012,2742,429,2015-09-03 04:50:34,2015-10-01 04:50:34,1,0
9780595377107,1859,473,2010-03-31 17:22:17,2010-04-14 17:22:17,0,0
9780306805622,816,49,2017-08-24 17:41:18,2017-09-07 17:41:18,0,0
9780385335997,3873,964,2017-03-14 22:19:42,2017-03-28 22:19:42,0,0
9780425188132,2668,363,2017-01-22 20:13:00,2017-02-05 20:13:00,0,0
9780671876098,4553,856,2011-07-12 19:20:55,2011-07-26 19:20:55,0,0
9780486428406,3456,904,2020-08-04 17:46:56,2020-09-01 17:46:56,1,13.5
9781425462215,1231,894,2019-12-30 03:41:33,2020-01-27 03:41:33,1,0
9780486281223,2753,769,2016-01-05 21:16:48,2016-02-16 21:16:48,2,0
9780807050118,1882,979,2017-01-16 17:00:50,2017-02-13 17:00:50,1,0
9780517118290,811,580,2011-12-23 20:07:36,2012-02-03 20:07:36,2,0
9780802150455,1230,312,2012-03-07 12:49:21,2012-04-18 12:49:21,2,1.0
9780380716821,4118,61,2016-03-22 03:36:24,2016-05-03 03:36:24,2,0
9780812504675,3723,259,2015-05-10 11:30:52,2015-06-07 11:30:52,1,0
9780060598617,274,665,2019-02-21 21:09:07,2019-03-07 21:09:07,0,0
9780374525644,78,839,2017-09-18 16:16:33,2017-10-30 16:16:33,2,0
9780747548317,3436,288,2020-06-18 15:07:33,2020-07-02 15:07:33,0,0
9780375713750,1112,586,2015-05-26 03:11:00,2015-06-09 03:11:00,0,12.5
9780679729525,1936,181,2018-04-29 17:35:04,2018-05-27 17:35:04,1,0
9780142004456,846,817,2012-09-18 08:35:43,2012-10-16 08:35:43,1,6.5
9780374455033,995,328,2013-03-14 19:55:32,2013-04-11 19:55:32,1,0
9780316773782,3043,425,2017-11-06 19:18:50,2017-11-20 19:18:50,0,6.5
9780517542026,2481,469,2013-04-14 15:55:57,2013-04-28 15:55:57,0,0
9780486218434,2743,248,2013-03-24 11:11:56,2013-05-05 11:11:56,2,0.5
9780805079135,2845,871,2013-12-08 01:10:38,2014-01-05 01:10:38,1,0
9781557424297,2884,654,2015-06-03 12:40:16,2015-07-15 12:40:16,2,0
9780349107868,923,647,2020-11-03 16:29:58,2020-11-17 16:29:58,0,0
9780198320210,2710,808,2012-10-01 22:10:40,2012-10-15 22:10:40,0,0
9781580082686,3362,309,2010-05-11 06:12:23,2010-05-25 06:12:23,0,0
9780375836046,4253,314,2017-06-15 21:03:59,2017-06-29 21:03:59,0,0
9780142437889,1730,647,2020-07-21 09:29:23,2020-08-04 09:29:23,0,0
9780764559914,1377,143,2018-02-24 04:01:51,2018-04-07 04:01:51,2,0
9781593070540,560,388,2020-03-14 16:20:02,2020-03-28 16:20:02,0,0
9780679801269,2452,524,2016-10-21 08:03:03,2016-12-02 08:03:03,2,0
9780130235015,2687,166,2020-10-02 08:01:41,2020-10-16 08:01:41,0,7.5
9780007195305,416,455,2016-07-31 05:04:25,2016-09-11 05:04:25,2,0
9780451408693,3296,90,2019-01-29 12:10:52,2019-02-26 12:10:52,1,0
9781933771137,4154,264,2014-06-15 09:02:34,2014-07-13 09:02:34,1,5.0
9780140442755,4101,839,2011-09-04 14:57:36,2011-10-02 14:57:36,1,0
9781400033416,4896,151,2011-06-15 20:27:24,2011-06-29 20:27:24,0,0
9781421501697,2026,929,2011-03-27 22:02:15,2011-05-08 22:02:15,2,9.0
9780152056780,1551,202,2017-03-21 02:23:49,2017-04-18 02:23:49,1,0
9780805080537,3771,133,2011-07-01 09:11:32,2011-07-29 09:11:32,1,0
9780385602730,2043,392,2011-05-16 01:16:41,2011-05-30 01:16:41,0,0
9780743255905,4718,636,2016-10-28 07:19:32,2016-11-11 07:19:32,0,0
9781932206104,3835,60,2017-02-21 10:49:08,2017-03-07 10:49:08,0,0
9780060959036,2496,111,2019-05-04 07:07:44,2019-06-01 07:07:44,1,0
9780785950103,4814,133,2018-07-21 05:52:25,2018-09-01 05:52:25,2,0
9781883011499,2596,565,2016-11-10 10:51:53,2016-12-22 10:51:53,2,5.5
9780977698943,2195,904,2014-12-18 09:45:00,2015-01-15 09:45:00,1,0
9780971500747,1943,25,2012-08-10 09:43:10,2012-09-07 09:43:10,1,0
9780345428837,1627,585,2019-09-21 15:23:03,2019-10-05 15:23:03,0,9.0
9780380784912,2587,505,2018-10-15 20:24:45,2018-10-29 20:24:45,0,0
9780007117536,2479,343,2012-06-15 08:05:27,2012-06-29 08:05:27,0,0
9781593851170,1537,900,2015-05-07 04:54:58,2015-05-21 04:54:58,0,0
9780843948103,4328,643,2019-11-05 07:55:16,2019-11-19 07:55:16,0,0
9781419542206,4058,867,2012-12-27 17:59:16,2013-02-07 17:59:16,2,0
9780439236195,1030,818,2016-03-28 00:25:11,2016-04-11 00:25:11,0,0
9780767926034,1810,315,2020-03-23 14:22:18,2020-04-20 14:22:18,1,0
9781570915062,3347,424,2015-06-21 23:37:38,2015-07-19 23:37:38,1,0
9781421508658,2980,72,2011-07-09 17:15:30,2011-08-20 17:15:30,2,0
9780312423674,2948,590,2011-09-13 12:25:29,2011-10-11 12:25:29,1,4.0
9780141185491,4572,902,2013-05-19 14:01:06,2013-06-16 14:01:06,1,2.5
9780804728843,4240,652,2010-04-09 01:52:31,2010-05-07 01:52:31,1,4.5
9780515124798,4254,492,2013-12-20 13:11:34,2014-01-03 13:11:34,0,0
9780006490456,985,300,2017-01-22 10:17:39,2017-02-05 10:17:39,0,0
9780060774073,583,457,2017-11-03 12:37:54,2017-11-17 12:37:54,0,0
9780521639873,3756,844,2010-07-29 14:57:53,2010-09-09 14:57:53,2,0
9780345472427,4240,534,2015-08-13 01:21:09,2015-08-27 01:21:09,0,10.5
9780553576009,3144,695,2020-03-11 00:42:40,2020-04-08 00:42:40,1,12.0
9780141186078,4519,798,2015-07-16 02:47:35,2015-07-30 02:47:35,0,0
9781416935148,2063,366,2011-12-27 19:37:26,2012-01-24 19:37:26,1,0
9780752817002,4314,482,2019-09-27 04:52:51,2019-11-08 04:52:51,2,0
9780300093049,1927,876,2020-08-11 07:08:44,2020-08-25 07:08:44,0,0
9780452281455,4806,241,2017-03-28 15:21:43,2017-04-11 15:21:43,0,8.0
9780375709227,1120,99,2020-08-21 08:31:23,2020-10-02 08:31:23,2,0
9780060517618,4667,155,2017-09-16 21:05:48,2017-10-28 21:05:48,2,0
9781855496958,4492,199,2017-02-15 02:15:51,2017-03-15 02:15:51,1,10.5
9780061232053,1347,161,2010-11-22 02:53:21,2010-12-06 02:53:21,0,5.0
9780896083219,3386,349,2011-01-16 06:10:41,2011-02-13 06:10:41,1,0
9780743437813,1119,665,2015-09-05 17:55:27,2015-09-19 17:55:27,0,2.5
9780394832203,3793,446,2016-04-06 08:34:18,2016-05-04 08:34:18,1,0
9780373802722,3150,827,2012-02-27 07:05:51,2012-03-12 07:05:51,0,0
9780747268468,1333,122,2013-06-30 13:08:23,2013-07-28 13:08:23,1,0
9788120818941,694,257,2013-12-31 01:04:34,2014-01-14 01:04:34,0,0
9780877887263,4350,988,2013-09-26 21:13:00,2013-10-10 21:13:00,0,0
9781412040556,4544,727,2010-04-15 12:55:56,2010-05-13 12:55:56,1,0
9780786867974,4596,950,2018-04-30 06:58:41,2018-05-14 06:58:41,0,0
9781416509875,1815,668,2010-08-07 03:00:56,2010-08-21 03:00:56,0,0
9780812508642,2237,212,2014-06-13 09:42:13,2014-06-27 09:42:13,0,0
9780313324529,3393,704,2015-01-29 19:51:59,2015-02-26 19:51:59,1,0
9780671854058,3253,597,2017-06-03 14:46:07,2017-06-17 14:46:07,0,0
9780060735258,4543,711,2016-03-09 19:16:31,2016-04-20 19:16:31,2,0
9780425207758,254,859,2014-07-10 17:09:33,2014-08-07 17:09:33,1,0
9780316059855,3458,610,2019-02-26 15:07:25,2019-03-12 15:07:25,0,0
9780345410054,1927,88,2013-10-18 18:16:10,2013-11-01 18:16:10,0,0
9780451530301,261,397,2018-01-16 02:47:12,2018-01-30 02:47:12,0,9.0
9780807014271,3280,752,2010-08-31 13:59:00,2010-09-14 13:59:00,0,0
9781421509587,4665,920,2011-04-17 09:09:55,2011-05-01 09:09:55,0,0
9780060888695,2520,663,2012-01-30 13:23:44,2012-02-27 13:23:44,1,0
9780375706363,3899,120,2017-01-15 04:46:43,2017-02-26 04:46:43,2,14.0
9780743484961,2322,261,2020-02-28 10:13:32,2020-03-13 10:13:32,0,8.0
9781857232097,4458,771,2011-04-04 18:51:54,2011-04-18 18:51:54,0,0
9780316545563,3591,487,2013-10-03 02:01:13,2013-10-17 02:01:13,0,12.0
9780099478393,3760,226,2010-05-24 03:02:07,2010-06-07 03:02:07,0,0
9780786224692,770,851,2012-12-13 12:17:53,2012-12-27 12:17:53,0,0
9780306809576,4721,736,2010-02-09 14:03:12,2010-02-23 14:03:12,0,0
9780143039969,4839,648,2018-08-02 20:34:21,2018-08-16 20:34:21,0,5.0
9780451528612,1430,776,2018-07-27 02:18:13,2018-08-24 02:18:13,1,0
9781551112237,2235,306,2014-11-27 16:50:12,2014-12-11 16:50:12,0,0
9780141182865,4566,854,2012-05-24 18:31:58,2012-06-07 18:31:58,0,0
9780316156509,3708,551,2013-11-29 03:14:25,2014-01-10 03:14:25,2,0
9780140449082,2404,771,2012-11-18 08:36:29,2012-12-02 08:36:29,0,0
9781577780724,2869,212,2012-06-18 10:06:13,2012-07-02 10:06:13,0,0
